hospital_type,location,name,no_of_beds
" Multi Specialty,, Super Specialty,, Multi Specialty,, Super Specialty,, Super Specialty,, Super Specialty,, Super Specialty,, Multi Specialty,, Multi Specialty,, Multi Specialty,"," , New Delhi , India, , Gurgaon , India, , Mumbai , India, , Chennai , India, , Gurgaon , India, , New Delhi , India, , Gurgaon , India, , Chennai , India, , New Delhi , India, , Kolkata , India","Indraprastha Apollo Hospital, New Delhi,Medanta - The Medicity, Gurgaon,Kokilaben Dhirubhai Ambani Hospital, Mumbai,Apollo Hospitals, Greams Road, Chennai,Fortis Memorial Research Institute, Gurgaon,BLK Super Speciality Hospital, New Delhi,Artemis Hospital, Gurgaon,Global Hospitals, Chennai,Fortis Escorts Heart Institute, New Delhi,Apollo Gleneagles Hospital, Kolkata","1000,1250,750,300,650,350,1000,285,700"
